route,routes_trained_on,intercept,hour,temp,precip,snow,windspeed,fenway_event,garden_event,r_squared,mse,rmse
"('70001', '70033')",638,2301.513364257177,-62.347332198683404,17.980063848091476,23.866618456874292,-2.6645352591003757e-15,7.978115274818926,0.0,31.42258451178578,0.03780003557544742,104261.6376667677,322.89570710489124
"('70001', '70035')",631,2556.1719887284125,-52.660342593960195,-12.510794978111695,9.47008813276307,-8.704148513061227e-14,-9.10462809444905,0.0,53.21590889817074,-0.006739183909322488,81950.2332276359,286.269511523033
"('70001', '70036')",630,2782.4813475772435,-42.88351342269558,14.56598068347457,3.138586641918586,0.0,10.338854962111293,0.0,39.326778938195105,0.041892441337263886,83333.24373807358,288.6749794112292
"('70001', '70279')",638,2177.528642011306,-63.38109431066215,13.396370478758897,27.04957191065936,-3.552713678800501e-15,0.145864753505613,0.0,37.154153078289696,0.042444579769286506,101177.31796023862,318.083822223386
"('70002', '70001')",13019,98.48865097021677,-2.2298401687580256,1.690232553206038,-0.4508360614969422,-0.009410297858383224,-0.8954442232375013,0.282240302241054,-0.523507824487077,0.003084527095882361,1030.3663539840968,32.099320148316174
"('70002', '70001')",553,98.58580244813487,-0.9471664631681465,0.5867596827829539,-1.853554962247042,6.661338147750939e-16,0.9231913013460877,0.0,0.9121673914466476,-0.005788794039704781,452.34128268264647,21.268316404516987
"('70003', '70005')",12742,100.08460187776878,0.9894547178646607,3.0853012414951837,-0.5661075969694479,-0.08788931520676714,1.0812542033027992,0.4947436988517049,-0.3972016630605455,0.030379640102759176,337.9854408751088,18.384380350588614
"('70003', '70007')",12730,273.521804465818,-1.095236765802115,3.8529735868167534,-1.7756678909118553,-0.08431427297259711,4.240188489592278,-0.6791712014854496,0.6072876549721808,0.0052628849879921,2579.981283628936,50.7935161573693
"('70003', '70009')",12191,379.63895212480776,-1.3856934221529014,2.673030627266854,-0.10021293317170649,-0.12077673236425572,0.8312849092572926,0.5558287204382139,-1.0719574564108503,0.008271223734340416,1959.9167660929636,44.270947201217226
"('70003', '70011')",12187,478.4969824953017,-2.7465050470827768,4.942059471129456,-0.0804210865012075,0.12980449761613067,1.645993843742677,0.2072525253490649,-0.47048104022248793,0.005698103773922769,3474.3396492969223,58.94352932508302
"('70003', '70013')",12184,575.2259345126757,-3.9256098217174884,3.8190743619101957,0.1938275846666594,0.1822439819450529,0.19427578703177378,-0.39115957902949083,0.1531187393930722,0.005759354401636885,6268.516445414552,79.17396317865206
"('70003', '70015')",12177,708.5055271841127,-4.394695333216789,2.7291919740198285,-0.06068430552408016,0.10192644994638517,0.8127644063354917,-0.978816169380211,0.8446842672360613,0.003909107870060269,7484.569311314242,86.51340538502829
"('70003', '70017')",12174,864.2427884702316,-8.225911317104059,1.4352853157233527,-1.7930280751088126,-0.41114756979153355,-0.2040741839695967,-4.021019998064562,3.020112127889004,0.008222051733526525,16913.484725630162,130.05185398766972
"('70003', '70019')",12160,959.104659403172,-8.329812460923536,-0.41834135744790246,-1.8225455520492746,1.2357811995168546,1.2290405207905042,-5.132598591989287,3.253011250125029,0.01024947850868918,13305.669295128455,115.35020283956355
"('70003', '70021')",12169,1078.859911505609,-7.377633462181826,-13.322661017334987,-2.0966663302450748,0.6249109124984359,-1.3264277350065314,-9.233303005421398,5.5301068470339505,0.018559538894818428,23033.498006634778,151.76790835560323
"('70003', '70023')",12148,1234.4301499892447,-32.34190985829227,-11.990065396556826,-4.6038253217786895,2.2674513778308696,-2.343881346273265,-9.428865003774456,11.96635845472437,0.04529026582193907,41371.989824768985,203.40105659698276
"('70003', '70025')",12164,1337.4362358787362,-33.27636235839473,-11.266806392497408,-3.1032750743227675,1.2056265552048309,-2.240309451373691,-10.255257619770273,12.121584124712083,0.04082453606856773,47611.313152551586,218.2001676272307
"('70003', '70027')",12164,1426.601896186717,-33.228264740385875,-12.327318079177548,-3.877492206576158,2.3228584986928467,-1.314026574064233,-10.965038171621613,13.383141415569398,0.0391075517432794,50606.44760563555,224.95876867914163
"('70003', '70029')",12166,1607.629199739536,-35.28987992639544,-9.85396747831575,-5.075955896638487,1.3036239270228211,0.23464971531861298,-10.356767883708116,14.760337531529103,0.026479319883813135,57838.620391344586,240.49661201635374
"('70003', '70031')",12158,1897.7343736300988,-35.26169386836991,-6.948942991823673,-3.7484127074475193,1.8345561503384458,1.0027275368951596,-10.055166104188398,14.801803949003457,0.027106817772834968,63718.44525095722,252.4251280101829
"('70003', '70033')",12153,2188.673531267408,-30.972323728511196,-35.26717762180261,-2.527844956307134,2.5422006508527115,-3.452451261448566,-13.047183062540112,17.707020994837208,0.05291737163189403,60945.74576284817,246.87192177898274
"('70003', '70035')",12141,2452.317103228367,-31.820309535744112,-30.54669242008663,0.13937986961784965,4.875412820696406,-6.39081420325801,-11.70399291168521,19.679100846784234,0.05569729566558956,67319.03681407362,259.45912358996674
"('70003', '70036')",12138,2687.173554874075,-36.83618013888489,-21.637560269728255,1.300177694609045,4.512122430186415,-6.476903816221833,-6.3006287319176515,20.053622723056208,0.026580587650531284,75075.20800476403,273.99855474940745
"('70003', '70279')",12157,2052.7463521570676,-33.51130643552916,-22.441091798807065,-2.8930639934397644,1.5323103266316778,-1.3657411566770667,-12.753370002072199,17.013272048849483,0.028910462493516476,64202.38439767396,253.38189437620431
"('70003', '70005')",849,103.02704301507524,-0.08862221695437701,2.255202118920777,7.78664524454711,-0.28093397016701593,6.183821222719738,0.36470442458490504,1.870561749113123,0.27593370627005687,548.6661837457942,23.423624479268664
"('70003', '70007')",847,270.2692916958017,-0.5528035106524061,2.5808855647035287,9.640213409291215,1.7777047358512847,4.5177758228045235,-0.14968968717465014,1.9448520322126361,0.10293408447787711,903.9760716500709,30.0661948315724
"('70003', '70009')",847,380.3650001512954,-1.9260458344217903,2.2251351134875126,9.279914749288665,2.365248424502915,2.9381793550356736,-0.4691184110564074,3.7675728129972548,0.060080438960630755,1214.243667202045,34.84599929980549
"('70003', '70011')",846,478.6998097684346,-2.2141309067234127,2.2320152834358,8.570639653850256,3.403455427994223,3.091217907151627,-0.3042943919838174,4.433424934613219,0.027765616211275934,1938.4189609127714,44.027479611178876
"('70003', '70013')",845,572.4052423097042,-3.1257501478266785,0.5112622568425085,12.113756362523413,10.27156699178081,1.3716543970911548,-0.536742381028432,5.233667064317557,-0.04567915253082422,3947.0361277791003,62.82544172370856
"('70003', '70015')",845,703.2177549015817,-4.469182855797035,1.400154430719299,12.75836682871181,11.633952110687785,-0.5535606958767261,-1.1093417849090503,7.938406606652227,-0.04863851345598458,4469.126092948548,66.85152274218252
"('70003', '70017')",845,871.0150385984663,-10.713220929112609,-1.7163216027847064,8.756698990893263,13.137107745895365,-3.493564123407154,-2.430890193201956,20.14253179159516,-0.05549455861228014,16208.027985554287,127.31075361317396
"('70003', '70019')",843,959.8176089138639,-9.140986144612738,-1.4575885385734502,8.007733391357698,15.000680386405818,-3.721923553365808,-2.911329616595174,19.85914802192752,-0.03021985448893827,24912.133057006104,157.83577876073
"('70003', '70021')",845,1084.7280790716152,-14.039996743388544,-10.788364721441972,8.202833862640958,12.421780018136452,-6.242349072305715,-3.9983901028575195,28.41363711643177,-0.08358875938272226,20361.61392403863,142.69412715328767
"('70003', '70023')",843,1241.8888626985915,-47.91961263397729,-0.5730936318541708,31.214014463762393,16.350188913062475,-10.144970152797569,-6.554061837863395,35.989627860378086,-0.01849142174907259,74446.59984665015,272.849042231506
"('70003', '70025')",845,1348.2781587358122,-61.38606383626827,9.026750061638204,32.22930252922724,16.1876030458209,-7.887985943783608,-8.481820417086352,33.812710773113444,-0.17349139707735506,42566.54360748285,206.31661011048735
"('70003', '70027')",844,1441.0518302716353,-60.544105901852376,-0.8008175678513396,28.23280635073706,15.618890703867057,-6.194079097807711,-7.789088690659794,39.58806628334061,-0.09708706787087973,59005.13868030225,242.90973360551496
"('70003', '70029')",842,1620.4331887227165,-47.90064477640322,11.514591469734953,1.7640489562818846,17.43076674687121,7.521750058957144,-8.791407936054828,47.507356528242084,0.028797707076598456,124609.31012131517,353.00043926504566
"('70003', '70031')",842,1905.969573902862,-48.82713660354857,15.17364722734731,1.9823806139327722,18.04277757397612,9.407952823067205,-9.421243512114799,47.5123656366512,0.030280745537275222,133462.02810816385,365.3245517456551
"('70003', '70033')",842,2184.684324944685,-44.930545923569014,1.6571242804175341,-9.660817286030444,42.43014440521736,12.411517223087747,-9.256136862372143,52.81858481993237,-0.009923655621421501,156249.32219427347,395.2838501561548
"('70003', '70035')",826,2442.1184178865174,-53.215616545662556,-9.126165459823373,0.558915833648923,41.74194887543684,-0.9153185492318352,-6.4786028241790055,53.504162987273716,-0.008277013900433783,90428.26059549686,300.71292056627175
"('70003', '70036')",823,2667.423640986021,-36.23918066858528,14.288844488152357,-5.878746753665402,43.957782451442725,7.776375341672233,-1.8522722522661663,45.79453239808401,0.00629444686063374,61102.28570180448,247.18876532278824
"('70003', '70279')",842,2057.5400395366096,-46.783589751857555,-0.7836919448039339,-5.9367424376039075,40.30597306390761,10.194850529662327,-9.014079510838966,52.42040151919491,-0.0031581084092155987,150797.41322255717,388.3264261192601
"('70004', '70001')",13024,192.14315111169955,-1.8385098254924963,1.0584136389932035,-0.742399407250261,0.028584522216948422,0.43613009502089245,0.3010582492363039,-0.7493406890517823,0.0006652764603271022,1879.4570633500678,43.352705375213525
"('70004', '70002')",13023,46.453349749719145,-0.20562670467247487,-0.572811143893353,-0.10293744536279173,0.050002769460959225,0.5817698995814559,0.08500820563159109,-0.31123515402949237,0.003568873873009859,90.05495650511773,9.48972900061523
"('70004', '70001')",553,194.27671361859547,-1.3889583515220145,1.3900294761978111,1.2511100237662474,0.0,4.013250562412585,0.0,2.207794437167677,-0.07059539089939681,868.885832701242,29.47686945218644
"('70004', '70002')",553,50.54694762439878,-0.46025667385452984,0.5027136978008588,2.1545862903945365,4.440892098500626e-16,3.48305553048496,0.0,0.6382118760399154,-0.23850261483505242,193.84642378142058,13.922874120720211
"('70005', '70007')",12751,110.23722457892039,-0.6371472413908226,0.7266820462473396,-0.9684068259865082,-0.01146209887191196,2.0838180360044825,-0.2594784225124978,0.11899310063145685,0.0066449020138956705,579.0472118308875,24.06339983940107
"('70005', '70009')",12208,218.31774250433142,-1.6751638814499097,0.3159639684145672,0.024398904463625717,0.045080514162292994,0.08450513846485798,0.41128232939555753,-0.4519848202439587,0.0031168691972931484,947.8958299086166,30.787916946565524
"('70005', '70011')",12204,317.265048130284,-2.7091054673053954,1.9563632991432587,0.3864880843930786,0.21021305155324232,0.36469194148874334,0.19822090234899958,-0.0029569056346394618,0.013658271318535364,1443.8909975653012,37.99856573037068
"('70005', '70013')",12200,413.7195836478701,-3.531732226124653,1.5398009123632952,0.46954594075783296,0.38927231270453794,-0.9479103052692921,-0.3543282055452023,0.3020539920272589,0.0017806233187239728,5130.376032646341,71.62664331550334
"('70005', '70015')",12194,547.7504203470049,-4.445649760506058,-0.3925166503657559,0.19533337722208247,0.37632140382226104,-0.14886453595650206,-0.7886319284819411,0.6668765960078266,-0.0007663507830606431,4357.787820308629,66.01354270381668
"('70005', '70017')",12191,703.690779803664,-8.92677024186275,-2.645344384943111,-1.1175135244879724,-0.2527112467386719,-0.7026260580522758,-3.850571516796042,3.6051799709489516,0.0027594108058919264,10366.162707980915,101.81435413526383
"('70005', '70019')",12177,798.2301006806138,-8.04783516055503,-3.187568277501227,-2.1795287447340663,-0.08056137249896943,-1.0881047314651642,-5.17023977317193,3.7413705229717813,0.006059915313025965,11217.097633415733,105.9108003624547
"('70005', '70021')",12186,918.0166620647681,-6.305739603411503,-16.711753665067132,-1.1366371698064985,0.08877078850523606,-1.9110388707131991,-8.73712771466165,5.314070075402407,0.03224170378909741,16197.952348059003,127.27117642286098
"('70005', '70023')",12163,1073.275009901874,-31.012532199398635,-16.184934997969943,-3.532576383851776,0.06553117052141637,-4.094798641738149,-9.422661502479787,11.189583206721814,0.039441801637800866,34889.75311919022,186.78798976162847
"('70005', '70025')",12177,1175.8891585647903,-30.547149189900306,-14.375101333143991,-2.36428268769022,-0.9243325644421827,-3.755955436299652,-10.306801537593117,11.857895233786708,0.037153846920174316,46773.98360702653,216.27293775927336
"('70005', '70027')",12176,1265.2111091026802,-30.750323560486816,-15.68611808309041,-3.169278472764831,-1.083929186536569,-3.1488201153527786,-10.906215721180489,12.191893460901268,0.03659420234038613,44387.48493267951,210.6833760235475
"('70005', '70029')",12182,1447.2550097140736,-31.854506019291122,-14.083376960245316,-4.072253751416593,-1.5255005759848532,-2.1047681732864705,-9.76433673851097,14.81404959206611,0.03182551333664185,52227.404962151515,228.53315943676864
"('70005', '70031')",12174,1735.5715872152389,-32.426240868181665,-12.128799901720289,-2.367199324536727,-0.842563488154783,0.43283244690705197,-9.991552316443334,14.560043381005823,0.021379344307931758,63259.24960863559,251.5139153379701
"('70005', '70033')",12169,2029.0243104511774,-29.37438971567909,-38.79302336689739,-1.506299487369395,2.006339342866807,-6.584230357183586,-13.106700844300178,17.390058600134015,0.03592059524223212,76668.4595335817,276.8906996155373
"('70005', '70035')",12156,2290.609003045372,-31.239132093358773,-35.618280349109014,1.4799226104590528,1.4801574306786873,-7.335683407824099,-11.553218965165637,19.858674373698094,0.03889662672547545,67753.41812712354,260.2948676542116
"('70005', '70036')",12152,2525.3865314515956,-33.19058469031288,-23.34215697366225,-1.9142256728370441,1.8953969615179034,-8.524192045315889,-8.747202724888432,21.534231912288956,0.02374341608200714,99187.55718439672,314.94056135149805
"('70005', '70279')",12173,1893.305646007128,-32.73372452811381,-26.751059810339335,-1.302691787873222,1.209131826192122,-1.2839781089209086,-12.495015488337653,17.066511331154743,0.01983262764366389,52832.55709752816,229.85333823446672
"('70005', '70007')",851,105.5021582176416,0.01751448943649756,-0.18215556088752743,-0.2748059969896625,0.17748234648333314,-0.1363962988296868,-0.1573127573759049,-0.05394886814593511,-0.005029623467874389,89.45720586249709,9.458181953340562
"('70005', '70009')",851,215.51462486695544,-0.9264826251786835,-1.068276510603936,-0.5531921654449071,0.758925068917611,-1.7801955971755459,-0.5207079976509188,1.705208541520943,-0.010221069821782391,424.30468785331055,20.59865742841777
"('70005', '70011')",850,314.2972069397193,-1.4722911641068506,0.04600041312463658,-0.5616521050491173,1.7981791036871846,-1.7330835632191341,-0.4188376823393499,1.674885018023401,-0.004889153479616937,1741.7199545860244,41.73391851463297
"('70005', '70013')",849,407.49617871354246,-1.4272693830442045,-1.3762436065856376,2.1061616250938693,8.723550166395466,-3.905562943499007,-0.6952463906126165,2.517570717606926,-0.00138845243306851,3312.0822827586658,57.55069315619635
"('70005', '70015')",849,538.1441386716792,-2.6122739812668265,-0.5779571970228933,3.0104999452468233,10.100200737171924,-5.514892601726312,-1.2330914006241365,4.878687534275617,3.29961146123825e-05,4266.98121083046,65.32213415704098
"('70005', '70017')",848,713.6774222762455,-8.75308140182047,-7.1238171758031505,-2.9184372686548707,10.79431458840741,-11.171205105794177,-2.7738222414292197,11.103676652480848,0.026488598935919372,10348.729464929282,101.72870521602681
"('70005', '70019')",846,801.1897474509102,-7.2426861004520315,-7.029945341137329,-1.381205837269348,12.627173328263144,-15.673561668906302,-3.2454219887987437,14.5079977951628,-0.01926492657526091,30950.82257397385,175.92845868128853
"('70005', '70021')",848,925.9276665177954,-11.11355341607677,-16.008688923996793,-10.673600827271164,10.075404550627905,-16.192377440390704,-4.552663885651534,17.895068069635283,-0.023599669776855237,19661.501379275287,140.21947574882486
"('70005', '70023')",846,1078.8553132101274,-46.41646912576826,-4.4107671483883495,12.517470414974886,14.010622639927721,-25.464228197757173,-7.3434117069645035,25.663686493697156,0.016696498020541073,88107.81347465092,296.82960343377295
"('70005', '70025')",848,1185.3489526647954,-52.781831671393306,-0.737874685970934,13.522255443515085,14.112100400150377,-14.44896374510475,-8.141044156883122,17.28257862438506,0.06021364424939113,64792.432045245536,254.5435759260986
"('70005', '70027')",848,1278.5785818468592,-57.2809863358561,-3.383784799397316,21.97600836682985,13.511762728563998,-12.872126588666212,-8.394652284958594,18.380591813713334,0.023129397653579242,69609.44852831904,263.8360258348337
"('70005', '70029')",846,1463.9505597601815,-56.09717297256966,-1.9424042869905769,13.889676581577937,13.400112155370469,-18.962624447885574,-8.59725571509345,40.261444527318574,-0.02053502175892996,77808.26145753798,278.9413226066335
"('70005', '70031')",846,1749.9986446700839,-57.43532338462099,1.8179707477490759,14.78189954792991,13.985046576616448,-17.282224896995892,-9.243616588537138,41.17563811248445,-0.02041546165683461,80577.38004855815,283.86155084575677
"('70005', '70033')",846,2027.65586343978,-53.041271965172626,-16.183179686998734,4.08407006199327,38.029609651520985,-18.950376169057847,-8.555856892916644,49.23024328967455,-0.06459961318872853,103689.28356594444,322.0082041904281
"('70005', '70035')",830,2277.6631935570067,-39.29247749790371,-14.848978910938623,-7.347101213695105,40.33185311935722,-13.432742007607027,-6.137601783740052,52.65694483554809,0.005566618199354334,322300.1541027864,567.7148528115029
"('70005', '70036')",827,2501.011039828028,-37.485703373566764,13.164752882436229,-15.715331399805738,42.42501293499817,5.619531039136943,-10.645064585022523,44.57559088219848,-0.011218317252820631,272174.9046444453,521.703847641979
"('70005', '70279')",846,1902.3795920509738,-55.39126724626568,-14.636131676748512,7.373312937559575,36.0812778830545,-18.127583251733434,-8.859848550624127,46.86404920003701,-0.050877540531236054,87321.6825952768,295.50242400913874
"('70006', '70001')",12507,329.9600912405834,-1.4217372690491386,-0.44709245954715626,-1.4032911310310958,-0.23435243587047588,1.0232152263738574,0.6554836739519388,-0.7277309189790518,-0.0037215787179052384,3590.7025979631762,59.922471560869184
"('70006', '70002')",12486,183.45131672475262,0.8424479682485415,-1.0571049498144256,0.0037410953099679956,-0.13588073599519887,1.0034559169036605,0.2742581433149407,-0.20827097070871659,-0.0004587379326876917,45607.63066630467,213.55943122771393
"('70006', '70004')",12497,88.11913896283662,0.5129312771421068,0.019224456895340386,0.05731819875953676,-0.20841971537131415,0.4159741102615955,0.10040686373579896,0.011283747904844293,0.0006908930221668497,588.1259392152222,24.251307989781132
"('70006', '70001')",554,333.02420930177493,2.492006726257088,0.10480148669804557,13.293944130712063,0.0,12.37270523690884,0.0,-0.4209076829736418,0.25886804207885006,1749.256283540561,41.82411127018195
"('70006', '70002')",553,188.46360299198022,2.127986895210813,-0.9770144003925321,14.18844828001048,-1.7763568394002505e-15,11.442780865472784,0.0,-1.199317149520584,0.4683833937274373,746.3889435175994,27.3201197566482
"('70006', '70004')",553,88.16310841912484,1.1289756273135092,-0.5494361572382104,2.2187368629724538,-4.440892098500626e-16,1.2367837638985304,0.0,-0.5188470718557374,-0.02791473210278239,323.3480441330816,17.981880995409842
"('70007', '70009')",12217,58.97795213159651,-0.23234695999124072,-0.14547791166915522,0.21931549787423155,0.03339205092513183,0.10033708695437496,-0.0010746984517012032,-0.02680117894621642,0.0009594382611824992,20.319847444372776,4.50775414639849
"('70007', '70011')",12213,157.98460424733076,-1.179934450712319,1.743692269220403,0.4957323167860344,0.22114432945619913,0.5683944337570351,-0.2187746852711298,0.30675214153961616,0.009344892776182556,495.5307861076142,22.260520795965537
"('70007', '70013')",12209,254.87146882286743,-2.3002580030173174,0.5346626227539976,0.5063089040480366,0.30993034241146317,-0.12832613112170027,-0.7698301128791016,0.9229552381423549,0.003755844670523256,1638.459653465484,40.477890921656034
"('70007', '70015')",12203,388.3906480954264,-2.9101026469363362,-0.42326142102837266,0.3875549460886224,0.022716805087165854,0.005946516633966233,-1.2468791380999553,1.4169664520209049,0.0006680723079491857,2689.0125946181706,51.855690089113374
"('70007', '70017')",12200,544.1912561690265,-7.841222317081158,-2.948025708262382,-1.3248869884800805,-0.36891643147737074,-0.12147026458647509,-3.9236616319566746,4.285023289076751,0.0014736903767557097,12466.947108772965,111.6554840067113
"('70007', '70019')",12186,638.0022719227331,-5.732541162430681,-3.9131739284202536,-1.0870522530630762,-0.4886153497320676,-1.0216166616620628,-4.9393690912139645,3.884472891051406,0.008894723756462386,16868.864641199056,129.8801934137729
"('70007', '70021')",12195,758.4174816047387,-5.818236406644607,-17.716930470456365,-1.389961930319926,-0.48608703767337,-1.3542235051604852,-8.777383368186351,6.610264987853052,0.01975918791680087,19862.003079611008,140.93261893405304
