route,routes_trained_on,intercept,hour,temp,precip,snow,windspeed,fenway_event,garden_event,r_squared,mse,rmse
"('70025', '70035')",1145,1043.6296016681404,6.819238372099049,-24.359825439129775,-2.307617700802182,1.7427207149782609,-9.332408962195863,1.4606163044626446,16.16677688275286,-0.12346799237951811,5248.608037468601,72.44727764014739
"('70025', '70036')",1141,1268.7162210050617,9.403674115977976,-6.061983863989162,-5.629959004050819,2.2744240402552567,2.353294883664985,0.3018961474765329,6.0182868741534605,0.021018209151699607,12782.68993224187,113.06055869418773
"('70025', '70279')",1166,654.2767916462453,6.884041245831201,-15.790559718475432,-4.692350856268502,-0.8268175768407335,-6.66569829214147,-0.3777400417778928,10.537143842230135,0.06388987945168056,3799.7871028108684,61.642413181273724
"('70026', '70001')",12493,1562.4436769662898,-27.2870797307576,4.647332118952269,-6.625802152178396,0.6108090531779783,5.5105200610804514,2.980780774313922,6.327630787878318,-0.0033549796819578592,35548.97103160078,188.54434765221887
"('70026', '70002')",12464,1414.1389799282324,-23.881135402287995,2.584357180909862,-5.3070552672596625,0.14329022237380348,8.592713500083214,3.5170654746816954,6.495939586384583,0.008969133836782217,45650.525451756366,213.65983584135876
"('70026', '70004')",12471,1319.0082881780088,-25.35526623872932,2.82775296379055,-5.433983307575442,0.5101410840376661,7.255000102874556,3.8030308227411003,6.179531181046427,0.006437942197476287,44725.1279335023,211.48316229312985
"('70026', '70006')",12492,1186.5142672205543,-25.72624434981983,3.810594822159306,-5.506199177549936,0.5510403570822636,4.23180449041079,3.195393742435961,6.836280789885336,0.006820349620080157,41589.55073016677,203.93516305474827
"('70026', '70008')",12494,1060.325572580655,-24.408443739807076,3.085295968285635,-5.279734233295193,0.5875093625721275,4.923960428589002,1.2142775218125266,5.847567766199022,0.022408986455417557,36418.91494823012,190.83740447886552
"('70026', '70010')",13244,872.8941718643545,-28.55793680421,-1.6842214241894267,-3.044236399054542,0.7818865639068242,3.3739586233014016,2.5668235282598824,5.987010853974105,0.002140399637852286,36416.98448838618,190.8323465463499
"('70026', '70012')",13497,769.6833235964249,-27.083102995317493,-1.669507170833925,-3.901718386814865,1.1253103018334711,0.6398127465128549,1.5231488556684067,5.140464246252652,0.02436006619237885,32886.59864012929,181.3466256651314
"('70026', '70014')",13501,618.1964043891143,-28.2321780717875,-2.123227514174273,-2.279777872662895,0.255088797823981,2.8263377746392746,1.758978454404807,5.062991558306966,0.023933967051193772,31545.982732291443,177.61188792502443
"('70026', '70016')",13496,495.9172848957124,-27.73791285300598,-0.6343763154127524,-2.889149683375575,0.4506570372116382,2.724860623997499,1.589938655999089,4.848206005282806,0.028266743997221733,22420.24518064789,149.73391459735464
"('70026', '70018')",13503,409.3398558586106,-29.044751106551168,2.104389625140702,-1.8507364818878587,-0.21665204504621863,1.7837676968407483,2.3117078556466764,4.904142807133341,0.0245776195510653,23965.918801399413,154.80929817488163
"('70026', '70020')",13501,299.44550474352167,-7.1198747414302455,2.5725856946509698,-2.564509897587945,0.45898175470110775,2.195202112490994,1.4525622986006723,0.8798322004509544,-0.010678014279947412,5489.186521589726,74.08904454499144
"('70026', '70022')",13511,213.48962037893244,-1.5146428307891127,1.6232481797868634,-1.8921798372804117,-0.2636114279896647,2.062126359623239,1.5617529969095472,0.6870702185262452,0.0065481986121666,2745.340461860715,52.39599662055027
"('70026', '70024')",13519,56.25630660665364,-0.177425692907173,-3.856618497073697,-0.9110744434344613,-0.060334018747054186,1.4418369040391907,-0.552942082319553,0.9844373204675199,0.003889919436357192,8357.684727253483,91.42037369893805
"('70026', '70001')",548,1585.5883235367617,-35.52068087763542,-16.197877937442765,43.17585258931471,5.5067062021407764e-14,-7.408351787319914,0.0,27.231201185460026,0.050516867693249035,20831.15299887912,144.33001419967755
"('70026', '70002')",547,1433.3378901140634,-32.72786130817709,-13.506420723035816,49.469565354426,3.019806626980426e-14,-3.712975754537034,0.0,17.35182261560678,0.0729177838783237,37005.82580515872,192.3689834800785
"('70026', '70004')",547,1332.4920045057731,-35.00696203501022,-12.526172291158685,36.287107712794786,2.398081733190338e-14,-13.499210731291903,0.0,18.72288005670402,0.023682860073432677,37101.77804794448,192.6182183697702
"('70026', '70006')",548,1206.2454025568838,-37.50078096463478,-15.2440746090655,27.88384993775038,5.861977570020827e-14,-18.904048659877432,0.0,25.11928776839404,-0.031775470087918256,17804.27707354753,133.43266868929638
"('70026', '70008')",549,1087.6876653749457,-53.13637666374008,-16.981180820636702,37.70580151028692,-1.2434497875801753e-14,-11.249473630748112,0.0,18.23557006432775,-0.5645295534484929,11093.731365035224,105.32678370212975
"('70026', '70010')",618,892.6959248633503,-42.429236628690816,-7.758804813103165,25.507185797665795,-1.7763568394002505e-15,-8.474708695990731,0.0,9.707681497917347,0.06233196199820101,65683.14085529032,256.28722335553584
"('70026', '70012')",655,792.4121740847334,-64.75145664900367,-11.997536849685794,42.83039619966101,-2.1316282072803006e-14,-17.14562982866479,0.0,13.064535288528706,-2.7785117895509024,13401.471868571482,115.76472635726084
"('70026', '70014')",655,645.0240671668445,-63.6148001667918,-14.389296826877768,41.12596925456892,-1.4210854715202004e-14,-13.938060699367979,0.0,10.124162719903307,-1.4675646704067336,15189.41470171621,123.24534352954764
"('70026', '70016')",655,526.1634690024006,-63.85476889508078,-14.358274692193223,39.16015726404168,-1.4210854715202004e-14,-12.295981366046277,0.0,9.001741394805753,-1.494478840834407,14354.092521092443,119.8085661423775
"('70026', '70018')",656,429.80648459673756,-43.720854479277534,-21.283767325412356,31.450002376281745,0.0,-20.51946463218908,0.0,9.094266532218063,-0.004564778352421861,59135.85225461085,243.17864267778708
"('70026', '70020')",655,318.90990140161716,-15.077665005510134,-24.886318166275935,-0.430264496167581,-2.6645352591003757e-15,-2.7520370710106636,0.0,9.651765921011844,0.028986969676178975,4229.903561688798,65.03770876721286
"('70026', '70022')",657,233.9270353422558,-8.536486714811696,-24.128487190589084,-4.862791468293041,0.0,-3.307160342267297,0.0,7.112191839329135,0.147294543807028,1277.7935249168206,35.74623791277651
"('70026', '70024')",658,71.43984652039589,-2.1855111683760757,-20.127537829883213,-4.9990811368015375,0.0,-3.503464424232294,0.0,8.028452153613042,0.38170643800101123,640.3811705785682,25.305753705008833
"('70027', '70029')",13258,123.353518312986,-1.008877596704538,3.385517366515208,-0.5814646691731731,-0.19017708603841715,1.037063326930847,0.21877278614793882,-0.41574401233706704,0.044647835363513355,415.7022201129197,20.388776817477787
"('70027', '70031')",13249,411.63362027618126,-1.174387296345941,6.402439114539162,-1.0199159074751343,0.618517262983011,0.6876289966389073,0.1550233630965323,-0.3406089354997217,-0.001285740515707845,20519.22997636043,143.24534888212054
"('70027', '70033')",13237,701.6336284713702,3.526022564474607,-23.244817787149163,3.3873151425823984,1.302565469036316,-2.9104787812945743,-1.4559943558377189,2.169825021710821,0.06550805136309268,7826.671446754778,88.46847713595379
"('70027', '70035')",13227,964.0156787253675,-0.7394079612697582,-20.037742235646835,6.753048347386045,0.20693837123483994,-3.5513340179409987,0.28065501348238264,4.163791349627168,0.04295537084946033,13200.325606409398,114.89266994203503
"('70027', '70036')",13221,1199.8498440253452,-3.643467375461868,-11.205761687570401,3.9321422734889335,0.09967782413879887,-4.684931796082419,5.106774779755821,6.1754093591728365,0.008692374198230879,17848.732961882026,133.59915030374268
"('70027', '70279')",13245,565.1453795124255,0.2848244713764743,-9.670975147797874,0.3843336227769125,0.9117146574712138,-1.9761583152089324,-1.0306776748651592,1.9166685919245863,0.0018615683407469108,22765.258174768125,150.88160316873666
"('70027', '70029')",1171,124.68048601745086,-0.8890238778200307,3.6005494830215246,0.9230320087098491,-0.34563085547725303,0.10509793639780157,-0.258525665415142,-0.4845691252889064,0.14478896320487167,79.11295680143519,8.894546464066348
"('70027', '70031')",1168,410.8510369089251,-1.6298969127067378,6.465003577597052,1.6386209559606761,-0.44709430945777695,0.35604962484673686,-0.6967074894649689,0.2595998825596082,0.2006493452091025,242.13708314212215,15.560754581385895
"('70027', '70033')",1167,679.153615238317,4.597697983799491,-14.816616101663957,-3.964673909564497,1.6496806638855457,-5.734008659680307,-0.06978097627057328,4.3312430205086585,0.026686636124594765,3429.7762803422006,58.56429185384385
"('70027', '70035')",1147,946.2378911090999,3.7320467454962527,-17.86131648432749,0.07040700069057504,2.10968548544639,-4.926332828030691,1.4216644983218862,7.966451961500901,-0.060507745857454776,3887.9997007999536,62.353826673268046
"('70027', '70036')",1143,1171.4476165282178,7.05198172410677,0.21104014623721812,-4.190687765370549,3.038439076941037,5.835557749367133,3.8756295617613197,-1.0457722972334413,-0.00604488092600497,13829.99995149794,117.60102019752185
"('70027', '70279')",1168,555.2625161420206,1.9863085186950755,-13.862287818551291,-2.665946694630103,-0.37523023266961175,-3.751704608163165,0.13023672490467952,3.9422371648944114,-0.030922757718647942,2363.563485032944,48.61649396072226
"('70028', '70001')",12484,1703.722637454449,-28.618869001807894,-0.3468179252784065,-7.309491503775875,0.5106269577637731,8.25511736885769,2.8371549439409773,6.712959357972389,0.010434877666946063,51650.858194654546,227.26825162053441
"('70028', '70002')",12457,1556.9094518153765,-27.641852359940884,-3.12395459100414,-6.544001376525635,-0.12285751582526369,8.072906891245244,3.8465901605845785,6.062721053263514,0.009330137872410327,62078.35689390581,249.1552867067159
"('70028', '70004')",12467,1462.1959541950157,-28.34311780713664,-2.115503752449583,-4.532901731473301,0.1324389129607062,7.666018925882959,3.9276128356905673,6.988201278357646,0.01410304921700789,51110.94229994727,226.07729275614406
"('70028', '70006')",12488,1329.4114166551344,-31.168922911771176,0.022318856594791825,-5.68468052491397,0.3354406431307631,5.081316150039333,2.3507740294870354,7.5547491253310834,-2.481173355461941e-05,44322.555427204876,210.52922701421974
"('70028', '70008')",12490,1204.6276660054282,-29.75815018410616,-1.283330686805634,-7.426872029278021,0.3567452592561155,3.6716831275530795,2.650818190472045,7.4889122537919475,0.018344698731835862,33370.80083660988,182.67676600107055
"('70028', '70010')",13239,1013.8844883359114,-28.8466740309695,-6.735157213504522,-2.0556636710776033,1.2161508143006106,3.427021024633784,2.6246031287156435,4.987410319087974,0.026785235490866866,45858.876669468926,214.14685771560815
"('70028', '70012')",13492,911.759629923909,-31.5168841090527,-7.458438727129302,-3.1312119072016094,0.6075173102607865,2.120037314486774,2.024844986678727,5.349295536180069,0.019617949008446933,41086.69324864102,202.69852798834287
"('70028', '70014')",13495,760.4130944713554,-31.115565962059502,-6.051488383283315,-3.5340259244299346,0.30056002150227357,1.8817639384170564,1.6510607095903387,4.896544824722754,0.04236243398435968,24594.322916697485,156.82577248876373
"('70028', '70016')",13490,638.2374977314828,-30.09090656785668,-5.6899784783333605,-3.8756088117584993,0.2255326450141903,1.6276088990933784,1.107741135267897,5.3660865198349414,0.037560359004586985,27193.07269344229,164.90322220454726
"('70028', '70018')",13497,551.3769435404893,-31.397974459602644,-1.1782284228903208,-1.998349432113128,0.04163459437980946,2.4411335586740686,1.7026211843017731,5.474137890534319,0.030534122028706867,32422.3672247594,180.06212046057715
"('70028', '70020')",13495,441.6346454294112,-9.438879812537943,-1.6614796784100467,-1.7693142791218437,0.3139385505317015,1.880280167744908,1.2296706387726044,1.2899545860320598,0.00693202066813825,4186.611072339296,64.70402670884785
"('70028', '70022')",13504,355.9805294650213,-3.914849643348053,-2.6549759018828487,-2.168984442309762,0.1353651959318055,1.752872613991063,1.3308062335996365,0.7048137204280565,0.008034754435967129,3469.422480155728,58.901803708848576
"('70028', '70024')",13508,199.4081395007542,-4.101007848130216,-9.828311381409614,-0.890500457088149,-0.21060372138728164,2.243825338049588,-0.32689281314548246,1.5016864229020648,0.004675446943851358,10839.420495214656,104.11253764659978
"('70028', '70026')",14037,103.19013791463104,-1.210112495576747,-4.364019513837889,-0.41261275399320474,0.038396388810041454,0.7525358290668035,0.0012660347245601056,0.2839888156508801,0.0045714541873940195,108.58449823830448,10.42038858384391
"('70028', '70001')",548,1728.2316303589805,-35.028684898686386,-26.353577064665746,46.29661719864405,-2.398081733190338e-14,-15.621289637195396,0.0,31.172806656905404,0.03925803257525984,22555.021060299332,150.18329154835877
"('70028', '70002')",547,1578.4675263553574,-31.55654560531266,-23.77791149845014,52.128685898083006,-4.263256414560601e-14,-11.955701783873822,0.0,23.046961370697826,0.09779933812493358,30587.973936162412,174.89417925180476
"('70028', '70004')",547,1477.5442764196296,-33.86117140924526,-22.389813020126837,37.87149189570827,-3.552713678800501e-14,-20.996058482415926,0.0,24.293530294575262,0.0452386561994359,31002.06349430085,176.07402844911812
"('70028', '70006')",548,1348.935442462201,-37.02302008445391,-24.91638305116993,29.838047215026357,-2.4868995751603507e-14,-26.34310742437247,0.0,29.279467965423407,-0.03186852779520777,19152.61824150705,138.39298479875
"('70028', '70008')",549,1231.4061315525762,-52.14303175180957,-24.80388335428208,38.359072861887334,4.796163466380676e-14,-15.034917098590679,0.0,22.011058507114406,-0.42176243834218696,11848.189689969824,108.8493899384366
"('70028', '70010')",618,1034.7060485923803,-42.93759687116196,-16.677412057104817,26.318960226284894,-7.105427357601002e-15,-10.300679230770857,0.0,13.9715456909688,0.05696265298893555,67110.09343871614,259.0561588511575
"('70028', '70012')",655,933.6369757067631,-64.7335996636539,-19.72470838805009,44.156525750239304,-1.7763568394002505e-14,-19.002099142179688,0.0,15.134069938145489,-2.0450920063654774,13509.09505646518,116.22863268775546
"('70028', '70014')",655,787.811979292194,-64.01194392004393,-22.137634746967585,42.350606384523616,3.552713678800501e-14,-15.710119744403404,0.0,13.353037725942183,-1.9726611997609638,13790.895647528621,117.43464415379569
"('70028', '70016')",655,669.1092828233136,-64.31106081758078,-22.33348050515194,40.35288378457042,2.842170943040401e-14,-14.278559994176643,0.0,12.276908111927995,-2.3694061090859924,12752.78442791828,112.92822688733884
"('70028', '70018')",656,570.8801230048673,-44.5775577703107,-28.877893292868688,31.814259357220667,-2.1316282072803006e-14,-23.898960084670115,0.0,11.105038714269934,-0.01821223970560326,60715.60689469957,246.40537107518492
"('70028', '70020')",655,461.71981965214235,-14.495373909012864,-33.37006105206058,0.10320786866866705,-2.842170943040401e-14,-4.828394303615812,0.0,13.410738474269067,0.05506678546090393,2169.5917276806094,46.5788764106715
"('70028', '70022')",657,374.47300928664947,-7.19015393412372,-31.59117665596777,-4.322354214334121,0.0,-5.564852694526454,0.0,8.300812093169291,0.13965173544884202,4401.655662066863,66.34497465571046
"('70028', '70024')",658,211.48290714839817,-1.8529646675220082,-28.16839092251493,-4.763938435688734,0.0,-6.965552629668677,0.0,9.780042327909257,0.14833721148632262,3002.550238677612,54.795531192585514
"('70028', '70026')",658,100.30812173941762,0.4484845637728249,-3.1705380423653917,-0.7166101921998063,0.0,-1.0108094427285035,0.0,1.02575537867934,0.3116464324213051,20.604815115712924,4.53925270454432
"('70029', '70031')",13510,230.2900053962815,-0.11279522614695354,1.6859945567632892,-0.028219751182053998,0.14331701669157562,-0.08494733875302093,0.08396344759973795,-0.1409215803806798,0.010111344462790384,193.54360523626343,13.911995012803283
"('70029', '70033')",13497,518.8514106926281,4.052778683331694,-27.009732167271046,2.7306301643796154,1.1805186431814398,-6.291013883655738,-1.246508936823913,2.2392034200439106,0.20563317128170322,3061.96040931756,55.3349835937227
"('70029', '70035')",13487,781.2786699222341,0.6427604415900178,-25.000494738024415,5.035258051885832,1.0218765381675992,-7.0216687561520335,0.8704088486001007,4.506789752463039,0.028125737694771002,19281.861018730982,138.85914092608732
"('70029', '70036')",13480,1016.0286898497477,-2.8455815596156473,-13.320582275665249,4.1501325396093645,0.6767169414925777,-7.232582677872121,4.094960567055387,6.590427165824577,0.008124857099215177,50623.28872437716,224.99619713314524
"('70029', '70279')",13505,383.4119696387262,2.0843926253179266,-13.78608044524449,1.0979088231652985,0.49518840964227573,-3.3079215519400615,-0.9282244474177412,1.796856606634007,0.10725131979232749,1850.6324796508889,43.01897813350393
"('70029', '70031')",1169,230.31313163716368,-0.28384794685089193,1.9349214779306756,0.23181460857494873,-0.08369033809192825,0.16773894623998617,-0.1470949358494405,-0.5263756844987959,0.19068856543517798,12.0271945774276,3.46802459296753
"('70029', '70033')",1168,496.76286256457746,5.530454444884231,-22.765673777364036,-5.105733061825346,1.7493373920093718,-6.306049513061704,0.9594615630238008,5.501240942619059,-0.05489993840616636,9677.651898716587,98.37505729968642
"('70029', '70035')",1147,766.1146533815918,4.624510360953492,-22.05881992606291,-1.6130450498511735,3.0947094214498776,-5.166715947761456,1.9397433733488783,7.945295115854114,-0.01953868266326908,3604.7658433857873,60.03970222599199
"('70029', '70036')",1143,991.6940080120768,7.116373433265205,-4.128664538736828,-4.728569066777301,3.486856964920655,4.177740717260377,4.3901565431532585,0.3592160583087405,0.01521279258289332,7917.500205901882,88.98033606309814
"('70029', '70279')",1169,373.9081700759966,3.5313025832224176,-18.25145311586875,-3.9274463662713535,0.025962060391245156,-3.401275502386447,0.7163496392059933,3.066033550211049,0.06476680260056622,2458.996393932678,49.588268712798175
"('70030', '70001')",12473,1966.6965554260091,-30.228317495086543,-0.5602390250581681,-6.14229094064036,1.1747182076010216,4.409388632705867,4.015554692463196,5.5585545074716745,0.01723431361181693,54261.040253866224,232.93999281760577
"('70030', '70002')",12446,1821.6498989641148,-30.323419160140116,-4.93355351434335,-5.575639164464986,1.0795566911519077,6.535235839378185,3.7538995378822055,6.6927826455131765,0.01877873741014413,49360.76523163562,222.17282739263058
"('70030', '70004')",12456,1724.8609701438418,-30.317828602399327,-1.780452560315922,-4.299032005276083,0.22245648404802415,4.6139403275628865,3.2946218066873825,6.7792483137168045,0.01836816094786564,62148.98735325146,249.2969862498371
"('70030', '70006')",12476,1591.7731963490874,-30.988248916507597,-1.6272639080457783,-5.661476822698422,0.8489237100911563,4.472849918170759,3.5095358721167207,6.7877158776597915,0.01538246778470509,59567.21245150574,244.06395156086802
"('70030', '70008')",12478,1466.8052261819673,-32.71709875021088,-3.6156344809823877,-5.131899471240963,0.5690806225804583,4.396310510213767,3.2937158669938458,6.94478744150415,0.014806041383963908,43678.27074425462,208.99347057804133
"('70030', '70010')",13225,1277.7779325687566,-32.127148660712905,-7.71183334839912,-2.9285411723594104,2.069257591807187,2.234276821742273,3.8467147432070994,6.048796334887276,0.024343330610303138,49554.61044424179,222.6086486285782
"('70030', '70012')",13478,1175.5348278641593,-32.96929944515264,-9.43072846178157,-3.4048836130878755,0.8986461694636577,0.36743969187118564,2.623609559610192,5.734033692126278,0.025109979467148547,38347.92345245137,195.8262583323579
"('70030', '70014')",13481,1024.085490177292,-35.73062983884535,-7.4358584025306556,-3.023212133786037,0.6744822634802219,1.8120790689100166,2.542821201548036,5.941374016099106,0.004988630228120683,25706.898174477086,160.33370879037597
"('70030', '70016')",13477,902.202370322814,-32.12601149242223,-6.677176383661525,-2.5576006557162394,0.8536919145516494,1.6877780777055997,2.078191773904051,5.7227605137096935,0.038448677193341885,25370.98985435992,159.28273558160632
"('70030', '70018')",13483,814.7260717716151,-33.31246404199173,-3.6830371921974105,-2.2652131926228987,0.581066955920952,1.6076552529973818,2.663762718005352,5.200257368718379,0.028806796576349658,28502.640485544332,168.82725042345604
"('70030', '70020')",13481,704.372631537129,-10.344002304335906,-3.2593515074700434,-1.5674070250270589,0.7146374762277125,1.7650236667215558,1.9407901816989688,0.806221539239262,0.003777265811518715,7840.99902479817,88.54941572251151
"('70030', '70022')",13489,618.9635464998987,-4.9073827611779155,-3.303981755466951,-1.4729163563564138,0.4446305054111806,1.405116013593162,1.9395605230522486,0.8462733475871684,0.008010997911825135,8153.950225482444,90.29922605140337
"('70030', '70024')",13493,461.6569813884392,-4.046983227540861,-8.310442802874473,-0.4102232099609484,1.1404315629019217,1.1952236085841332,-0.4004493417218604,2.9260207962252887,0.0029583049540811146,78655.9712855699,280.456719095068
"('70030', '70026')",14019,366.4971172928054,-2.2646193839999746,-4.919435687876484,-0.584584189630363,1.064646524951134,0.7360012389720332,0.5376975328087834,0.44479773125403277,0.006957106751565245,2346.634111799767,48.44206964818666
"('70030', '70028')",14022,183.7033713870807,-0.137213167923267,-0.5260806655742968,0.006409639675882914,0.29760710177011257,-0.47906800962375434,0.11305349468647352,0.04240446465685094,0.0030949313193878725,126.5827609574888,11.250900450963416
"('70030', '70001')",548,1987.4449934142285,-26.45559764011168,-31.695791798690976,55.13321515481883,-3.1086244689504383e-13,-29.767229752095705,0.0,35.59969668305098,-0.00977625677286098,73006.0758165708,270.1963652911911
"('70030', '70002')",547,1836.0925235111026,-20.615601620422858,-27.90512932884041,63.37854359124588,-6.217248937900877e-14,-24.765511830772727,0.0,22.966162498383476,0.005580690454943693,91441.19261857221,302.392448018419
"('70030', '70004')",547,1734.9257462597604,-23.683898334184697,-26.317681166949505,47.21418606303053,-5.861977570020827e-14,-33.73977487027808,0.0,24.578845884228762,-0.00429883706753631,86717.47720196536,294.4783136361069
"('70030', '70006')",548,1608.0569807638585,-28.210248835956598,-30.678955994043136,38.125710158317275,-3.1441516057384433e-13,-40.94286863427156,0.0,34.49110970722765,-0.037723791780161164,65228.73807935864,255.39917399897487
"('70030', '70008')",549,1492.916679202823,-55.87573976877917,-26.363130534480586,42.40865884206901,-7.105427357601002e-15,-16.203916767717526,0.0,20.91058963609943,-0.3341799859484873,12297.115045984609,110.89235792418073
"('70030', '70010')",617,1297.896157529007,-50.20376944946546,-13.841772509711006,31.600793898699347,1.9539925233402755e-14,-12.407565994335584,0.0,13.651139463174166,0.05808533953037942,52389.699193332206,228.88796209790547
"('70030', '70012')",654,1193.1064073090229,-68.69923550830455,-19.88669684763836,44.246955288061756,-8.881784197001252e-14,-23.740121830733877,0.0,13.3587626467806,-0.5213962200340145,20488.80635099031,143.13911537728012
"('70030', '70014')",654,1047.2263295220362,-66.92292860770861,-23.242824866629533,46.75516727906815,3.552713678800501e-14,-18.36937697773317,0.0,13.066548103968888,-1.3530687903032188,13307.973691589836,115.36019110416659
"('70030', '70016')",654,928.8824483846462,-67.21555132515562,-23.438640747943065,44.7052562760212,3.552713678800501e-14,-16.963687169083354,0.0,12.480243262494835,-1.748310980068538,11898.435094826093,109.07994817942523
"('70030', '70018')",655,841.2339828239823,-60.88988669889166,-28.211793166807453,46.67284543583914,2.842170943040401e-14,-16.474667146530948,0.0,12.059993181926892,-1.8966299400528257,11393.062355236321,106.73828907770782
"('70030', '70020')",654,721.8893215463227,-16.960725625699595,-35.54671327236572,5.0040445759066365,0.0,-7.050243839621402,0.0,14.243943049322514,0.07505251733808749,2655.250069836203,51.52911865961034
"('70030', '70022')",656,634.3983425131323,-10.695198757147848,-33.671824872851175,-4.628036427059229,1.2434497875801753e-14,-7.987432311588382,0.0,10.79256178931593,0.0897814736623711,3985.9337602496926,63.13425187843515
"('70030', '70024')",657,473.6081172898164,-2.3121561921910265,-30.255558665374757,-5.190086395924977,-7.105427357601002e-15,-7.8226659284884175,0.0,12.303304591498371,0.2936381267146382,1359.6587522712875,36.873550849779676
"('70030', '70026')",657,361.27332477727765,-0.6263563548864901,-5.386410326314201,-0.9344488542317031,-2.220446049250313e-15,-2.8860763579374176,0.0,2.1613669140385334,-0.00018877020515040144,212.28983686429603,14.570169417830941
"('70030', '70028')",657,182.48199189922522,0.3281351274141809,-0.3998881107409874,-0.11412034682860597,5.551115123125783e-17,-0.003455369739472136,0.0,-0.18398497621876367,-0.012307170812463575,42.267775075154006,6.501367169692387
"('70031', '70033')",13514,206.3229912846836,3.307665302399491,-25.17884723484886,2.664284318239771,0.9376756539076478,-5.045499161279734,-1.3677908172302828,1.0687277608692902,0.2602569919757354,1898.7330375029405,43.57445395530437
"('70031', '70035')",13502,469.30355902727626,-1.2241585174185605,-22.347286303041482,6.487697279991746,0.49436043316287326,-5.314394811231958,-0.2817162103802904,3.254296401961742,0.08419207504822179,6028.419740939491,77.64289884425678
"('70031', '70036')",13495,705.2136885099591,-3.7147173331355985,-12.490052007509233,4.351233929913001,0.03661188552514644,-5.862868912161644,5.0138780676575845,4.567523491104847,0.025634798459692187,8767.479745497072,93.63482122318102
"('70031', '70279')",13522,70.88869967095117,1.347967409195178,-11.982920577149091,1.0688948310759399,0.47094540579608696,-2.1589128185669484,-0.9821412628996304,0.35981085549768466,0.32456469614029404,323.2154843929271,17.97819469226338
"('70031', '70033')",1169,186.55983067858682,3.199121165082074,-17.95147968290259,-4.2318346484787295,2.399512713075854,-4.824297939934533,0.9841615871671012,3.9490142672219015,-0.06441149777293087,5450.932890932833,73.83043336546815
"('70031', '70035')",1148,456.32869660675016,3.881251167040821,-13.88772540969449,-1.1628752783735101,4.0534343444525796,-3.944948978860425,1.5470302373447142,5.606312113826416,0.04411263485015049,4568.2788826555,67.58904410224707
"('70031', '70036')",1144,682.0612574832032,7.227673931598457,-0.816711382165759,-3.67408960038503,4.0183673587939905,1.540212147075894,4.522251024179408,2.3461793172008387,-0.0057579623016745796,4339.205925685611,65.87264929912574
"('70031', '70279')",1170,63.81036639054841,1.5956583253089216,-13.233964232500941,-3.2908788712653756,0.7642141535558338,-1.1648201506060982,0.743730962743101,1.7938399302896322,0.4986364794862619,217.26106479568134,14.739778315689872
"('70032', '70001')",12447,2216.5247382291604,-31.04967995915438,0.0516359080877038,-6.32857467686021,1.3091221714553107,5.124318136611505,3.4641289778641475,7.016143149740566,0.012050040777020432,140328.62182927693,374.6046206726192
"('70032', '70002')",12420,2074.562088464401,-34.64281984656922,-6.498434609054305,-6.573803562435411,2.0733343083958675,8.674059456362407,4.279422421275364,7.907446987868345,0.009749392125322887,61997.54160529146,248.99305533546806
"('70032', '70004')",12430,1976.9029277331867,-33.26475885481548,-3.857336825757166,-5.79361899364151,2.781319640084068,7.229767233797825,3.6136707277997413,8.321669315629523,0.01785267760108511,85099.99362208537,291.71903198469136
"('70032', '70006')",12450,1845.0082942351203,-36.36512937901073,-3.663130223180392,-5.87637268652651,1.1637311256247884,4.06078195635639,3.958986368864674,9.161580012384185,0.009347453396023497,50340.469147295524,224.3668182849138
"('70032', '70008')",12452,1718.2079715583259,-36.03701664236302,-3.97215235396962,-7.096445841709032,1.3600931379237575,4.69482673002551,3.238893670244502,9.02034959206966,0.01593571906892477,58593.80471943616,242.06157216591848
"('70032', '70010')",13196,1530.1701882901332,-37.215437080544255,-9.696139116868778,-3.4861563157147613,1.3117360691506328,4.026460530114902,3.0917779618515313,7.443147983982113,0.011099305582540908,43650.85704669132,208.92787522657508
"('70032', '70012')",13448,1425.765698430113,-33.329842880007604,-8.571458615422058,-4.103579492664804,1.3412663126878492,1.8396597950843132,1.820975753901822,6.965940360564501,0.03708286996830512,58031.93303236021,240.89817980292048
"('70032', '70014')",13450,1274.9958166214733,-35.018514850736764,-8.30449577595293,-4.8065689081096075,1.203250574959631,2.2698740836905444,2.898327881086705,7.055663097969708,0.03802544358807569,38079.250463372926,195.13905417258977
"('70032', '70016')",13446,1152.8263293129896,-33.49293703662935,-7.376110126006651,-2.5464391695642243,0.23770523532048216,1.3288146805361576,2.294417686421287,7.137562408038702,0.04087840983819779,38660.67203992587,196.6231726931642
"('70032', '70018')",13451,1066.240660152462,-35.48805575881844,-4.51359595413636,-2.3534083550193814,0.8817714939342577,1.098496648025495,2.490579295536435,6.7961487088074,0.0362625565448057,28613.024700952166,169.15384920524914
"('70032', '70020')",13449,955.744946022411,-12.640043844531732,-3.3946852525559956,-1.3432360370802192,1.2994907668799043,2.1421378047802007,1.9731003191033987,3.0221848519227286,0.007748236777484485,17681.084653847785,132.97023972997786
"('70032', '70022')",13456,870.2251550928582,-7.672769394349929,-3.8826596327494904,-2.09382407848194,1.198805555503235,1.4578621155772624,1.6942193106498502,3.049526853798014,0.004928231728758226,14492.0654547424,120.38299487362158
